Accession,Gene Name,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Abundances A1,Abundances A2,Abundances A3,Abundances B1,Abundances B2,Abundances B3,Fold Change,p-value
P14602,Hspb1,Heat shock protein beta-1 OS=Mus musculus OX=10090 GN=Hspb1 PE=1 SV=3,29.18660287,6,10,6,209,23,6.55,90.9,97.3,87.1,97.4,111.3,116,1.17944061,0.05990022
A2AUC9,Klhl41,Kelch-like protein 41 OS=Mus musculus OX=10090 GN=Klhl41 PE=1 SV=1,1.650165017,1,1,1,606,68.147,5.17,87.4,112.7,75.2,87.5,108.6,128.5,1.17907737,0.367465285
Q6PAT0,Adat3,Probable inactive tRNA-specific adenosine deaminase-like protein 3 OS=Mus musculus OX=10090 GN=Adat3 PE=1 SV=1,4.584527221,1,1,1,349,37.493,7.23,88.3,105.9,81.2,104.2,117.2,103.2,1.178649237,0.129726178
Q9CQL7,Mrfap1,MORF4 family-associated protein 1 OS=Mus musculus OX=10090 GN=Mrfap1 PE=1 SV=1,6.4,1,1,1,125,14.185,4.73,94.2,98,83.3,102.4,117.5,104.7,1.178221416,0.063880137
P61804,Dad1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Mus musculus OX=10090 GN=Dad1 PE=1 SV=3,26.54867257,3,4,3,113,12.489,7.08,92.1,89.3,94.1,108.5,111,105,1.177858439,0.001843873
Q80TN7,Nav3,Neuron navigator 3 OS=Mus musculus OX=10090 GN=Nav3 PE=1 SV=2,0.466299279,1,1,1,2359,252.146,8.76,90.7,90.3,94.5,108.6,107.7,108.2,1.177858439,0.000278259
Q8CI59,Steap3,Metalloreductase STEAP3 OS=Mus musculus OX=10090 GN=Steap3 PE=1 SV=1,22.33606557,8,11,8,488,54.714,9.22,92.4,92.1,91.1,110.6,108.9,105.1,1.177793904,0.000616181
P15508,Sptb,"Spectrin beta chain, erythrocytic OS=Mus musculus OX=10090 GN=Sptb PE=1 SV=4",19.54887218,34,47,28,2128,245.098,5.33,88.4,102.3,84.9,100.2,120.2,104,1.177068215,0.115490388
Q99P58,Rab27b,Ras-related protein Rab-27B OS=Mus musculus OX=10090 GN=Rab27b PE=1 SV=3,16.05504587,3,3,3,218,24.544,5.54,94.1,87.7,93.8,115.1,102.5,106.7,1.17670537,0.018793599
Q05685,Folr2,Folate receptor beta OS=Mus musculus OX=10090 GN=Folr2 PE=2 SV=1,7.171314741,2,3,2,251,28.802,7.55,90.5,97.4,87.7,108.7,111.2,104.4,1.17670537,0.009749433
Q8CI51,Pdlim5,PDZ and LIM domain protein 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=4,25.38071066,11,16,11,591,63.259,8.25,94.3,89.4,92,106.9,108.6,108.8,1.176278564,0.000459935
O35153,Bet1l,BET1-like protein OS=Mus musculus OX=10090 GN=Bet1l PE=3 SV=1,44.14414414,3,4,3,111,12.42,8.82,90.6,95.6,89.6,119.6,99.8,104.8,1.175489485,0.060642727
Q9CZD5,Mtif3,"Translation initiation factor IF-3, mitochondrial OS=Mus musculus OX=10090 GN=Mtif3 PE=1 SV=1",5.797101449,1,1,1,276,31.719,9.42,95.5,84.6,95.7,110.7,105.6,107.9,1.175489485,0.015076029
Q80XJ2,Rnf168,E3 ubiquitin-protein ligase RNF168 OS=Mus musculus OX=10090 GN=Rnf168 PE=1 SV=3,1.946902655,1,1,1,565,64.739,5.59,83.7,99.9,92.2,101.3,112.3,110.6,1.175489485,0.049601141
Q99LJ6,Gpx7,Glutathione peroxidase 7 OS=Mus musculus OX=10090 GN=Gpx7 PE=1 SV=1,6.989247312,1,1,1,186,21.048,8.27,96.9,85.1,93.9,109.4,110.5,104.2,1.174700979,0.016427967
Q9R111,Gda,Guanine deaminase OS=Mus musculus OX=10090 GN=Gda PE=1 SV=1,47.13656388,18,27,18,454,50.981,5.53,92.4,92.4,91.2,108.9,109.1,105.9,1.173550725,0.00013553
Q01149,Col1a2,Collagen alpha-2(I) chain OS=Mus musculus OX=10090 GN=Col1a2 PE=1 SV=2,12.75510204,14,19,14,1372,129.478,9.19,94.3,93.8,88,104.1,113.2,106.7,1.173487867,0.009126864
O08999,Ltbp2,Latent-transforming growth factor beta-binding protein 2 OS=Mus musculus OX=10090 GN=Ltbp2 PE=1 SV=2,0.992829564,1,1,1,1813,195.7,5.29,88.3,102.9,84.9,104.9,112.2,106.8,1.173125679,0.055052963
Q64373,Bcl2l1,Bcl-2-like protein 1 OS=Mus musculus OX=10090 GN=Bcl2l1 PE=1 SV=1,18.88412017,3,3,3,233,26.116,4.94,97.5,83.7,94.9,110.3,107.1,106.5,1.173125679,0.022250869
Q8R0G7,Spns1,Protein spinster homolog 1 OS=Mus musculus OX=10090 GN=Spns1 PE=2 SV=1,2.083333333,1,1,1,528,56.673,7.15,98.8,89.4,87.9,114.3,103.9,105.7,1.173125679,0.02722103
P08607,C4bpa,C4b-binding protein OS=Mus musculus OX=10090 GN=C4bpa PE=1 SV=3,4.904051173,1,1,1,469,51.49,7.15,94.4,82.9,98.8,107.4,113.6,102.9,1.173125679,0.048182518
P01801,,Ig heavy chain V-III region J606 OS=Mus musculus OX=10090 PE=1 SV=1,19.13043478,2,2,2,115,12.802,7.12,87,109,80.2,102.1,116.4,105.3,1.172338885,0.177636934
Q8BH97,Rcn3,Reticulocalbin-3 OS=Mus musculus OX=10090 GN=Rcn3 PE=1 SV=1,40.85365854,10,13,10,328,37.978,4.88,87.1,100.7,88.4,101,116.5,106.3,1.172338885,0.06495594
Q569Z6,Thrap3,Thyroid hormone receptor-associated protein 3 OS=Mus musculus OX=10090 GN=Thrap3 PE=1 SV=1,11.9873817,10,19,10,951,108.114,10.17,91.9,89.9,94.4,108.7,107,108.1,1.172338885,0.000339464
Q8K245,Uvrag,UV radiation resistance associated protein OS=Mus musculus OX=10090 GN=Uvrag PE=1 SV=2,1.575931232,1,1,1,698,77.477,7.97,98.7,92.7,84.9,97.5,101.9,124.3,1.17155266,0.161372371
Q9WU84,Ccs,Copper chaperone for superoxide dismutase OS=Mus musculus OX=10090 GN=Ccs PE=1 SV=1,14.96350365,4,4,4,274,28.893,6.1,84.7,97.6,94.1,97.3,88.1,138.2,1.170767004,0.377664079
Q9Z126,Pf4,Platelet factor 4 OS=Mus musculus OX=10090 GN=Pf4 PE=1 SV=1,28.57142857,3,5,3,105,11.236,9.29,92.4,93,91,101.8,116,105.8,1.170767004,0.021098128
Q9D1M0,Sec13,Protein SEC13 homolog OS=Mus musculus OX=10090 GN=Sec13 PE=1 SV=3,31.36645963,6,10,6,322,35.543,5.38,92.9,87.8,95.7,105.8,109.9,107.8,1.17040521,0.00378119
P09411,Pgk1,Phosphoglycerate kinase 1 OS=Mus musculus OX=10090 GN=Pgk1 PE=1 SV=4,73.38129496,26,117,21,417,44.522,7.9,95.2,85,96.3,113.3,102.5,107.7,1.169981917,0.030194558
P97760,Polr2c,DNA-directed RNA polymerase II subunit RPB3 OS=Mus musculus OX=10090 GN=Polr2c PE=1 SV=2,24.36363636,4,5,4,275,31.424,4.92,91.6,99.9,85,89.4,110.6,123.5,1.169981917,0.221724178
P15116,Cdh2,Cadherin-2 OS=Mus musculus OX=10090 GN=Cdh2 PE=1 SV=2,1.986754967,1,1,1,906,99.734,4.78,83.3,94.8,98.4,101.8,108,113.7,1.169981917,0.051568514
P05555,Itgam,Integrin alpha-M OS=Mus musculus OX=10090 GN=Itgam PE=1 SV=2,14.31049436,13,18,13,1153,127.4,7.27,94,90.4,92.2,108.8,107.5,107.1,1.169197397,0.000176281
P54116,Stom,Erythrocyte band 7 integral membrane protein OS=Mus musculus OX=10090 GN=Stom PE=1 SV=3,40.84507042,9,16,9,284,31.355,6.93,90.8,95.3,90.5,105,110.1,108.3,1.169197397,0.001929337
Q91YN5,Uap1,UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus OX=10090 GN=Uap1 PE=1 SV=1,22.79693487,9,11,8,522,58.572,6.49,90.6,88.4,97.6,107.2,107.1,109,1.168835864,0.005404947
Q9WVJ9,Efemp2,EGF-containing fibulin-like extracellular matrix protein 2 OS=Mus musculus OX=10090 GN=Efemp2 PE=1 SV=1,6.320541761,3,3,3,443,49.392,4.89,88.5,104.2,83.9,101.9,119,102.4,1.168835864,0.134905031
Q9CQ06,Mrpl24,"39S ribosomal protein L24, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl24 PE=1 SV=1",24.53703704,4,4,4,216,24.929,9.5,88.2,97.9,90.6,92.2,99,132.2,1.168774846,0.287419658
P49300,Clec10a,C-type lectin domain family 10 member A OS=Mus musculus OX=10090 GN=Clec10a PE=1 SV=1,4.605263158,1,1,1,304,34.574,5.55,92.7,92.4,91.6,102.7,110.6,110,1.168413444,0.003727992
P11087,Col1a1,Collagen alpha-1(I) chain OS=Mus musculus OX=10090 GN=Col1a1 PE=1 SV=4,10.18582244,12,30,12,1453,137.948,5.85,91,99.7,86,104.2,110.2,108.8,1.168052042,0.024281034
Q2VPQ9,Meaf6,Chromatin modification-related protein MEAF6 OS=Mus musculus OX=10090 GN=Meaf6 PE=1 SV=1,10.47120419,2,3,2,191,21.636,9.32,94.2,85.3,97.2,109.5,102.2,111.5,1.168052042,0.027221188
P58242,Smpdl3b,Acid sphingomyelinase-like phosphodiesterase 3b OS=Mus musculus OX=10090 GN=Smpdl3b PE=1 SV=1,15.57017544,4,4,4,456,51.567,6.43,84.9,95.9,96,103,126.4,93.8,1.167630058,0.21044027
Q9ES46,Parvb,Beta-parvin OS=Mus musculus OX=10090 GN=Parvb PE=1 SV=1,3.835616438,1,1,1,365,41.643,6.33,95.5,89.3,92.1,104.3,115.9,103,1.167208378,0.026087707
Q61838,Pzp,Pregnancy zone protein OS=Mus musculus OX=10090 GN=Pzp PE=1 SV=3,39.73244147,44,106,44,1495,165.748,6.68,91.1,91.6,94.2,105.2,106.5,111.4,1.166847237,0.001901231
P35293,Rab18,Ras-related protein Rab-18 OS=Mus musculus OX=10090 GN=Rab18 PE=1 SV=2,60.19417476,10,19,10,206,23.021,5.36,89.8,91.7,95.4,106.8,97.8,118.5,1.166847237,0.068336303
Q02357,Ank1,Ankyrin-1 OS=Mus musculus OX=10090 GN=Ank1 PE=1 SV=2,9.398496241,14,19,13,1862,204.101,6.55,88.1,101.3,87.5,102.5,116.7,103.9,1.166847237,0.073227316
Q9CY58,Serbp1,Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus OX=10090 GN=Serbp1 PE=1 SV=2,36.11793612,13,46,13,407,44.687,8.54,90.2,94.3,92.5,106.6,104.2,112.2,1.166064982,0.004436583
Q9CWY3,Setd6,N-lysine methyltransferase SETD6 OS=Mus musculus OX=10090 GN=Setd6 PE=1 SV=1,5.073995772,1,1,1,473,52.927,4.86,108.1,90.5,78.4,97.3,121.2,104.5,1.166064982,0.241278216
Q62511,Zfp91,E3 ubiquitin-protein ligase ZFP91 OS=Mus musculus OX=10090 GN=Zfp91 PE=1 SV=3,1.223776224,1,2,1,572,63.35,7.49,95,91.9,90.1,111.2,102.4,109.4,1.166064982,0.007277138
P13808,Slc4a2,Anion exchange protein 2 OS=Mus musculus OX=10090 GN=Slc4a2 PE=1 SV=1,1.535974131,1,2,1,1237,136.728,6.14,87.8,91,98.2,100.3,115,107.7,1.166064982,0.04299431
Q99KS2,Ngrn,Neugrin OS=Mus musculus OX=10090 GN=Ngrn PE=2 SV=3,6.484641638,1,1,1,293,32.427,8.9,95.7,93.9,87.4,101.7,120.8,100.5,1.166064982,0.095032553
Q8R3H9,Ttc4,Tetratricopeptide repeat protein 4 OS=Mus musculus OX=10090 GN=Ttc4 PE=1 SV=1,5.699481865,2,5,2,386,44.311,5.22,91.8,90.2,95.1,106.4,110.4,106,1.164922411,0.001636319
Q91W92,Cdc42ep1,Cdc42 effector protein 1 OS=Mus musculus OX=10090 GN=Cdc42ep1 PE=1 SV=1,6.84596577,1,1,1,409,43.069,7.21,92.2,93.3,91.7,102.3,115.1,105.5,1.164862915,0.017083773
Q61792,Lasp1,LIM and SH3 domain protein 1 OS=Mus musculus OX=10090 GN=Lasp1 PE=1 SV=1,26.61596958,6,9,6,263,29.975,7.05,92.3,92.3,92.6,107.1,110.3,105.3,1.164141414,0.000492049
P98086,C1qa,Complement C1q subcomponent subunit A OS=Mus musculus OX=10090 GN=C1qa PE=1 SV=2,19.18367347,3,5,3,245,25.958,9.11,98.9,76.3,102,111.6,101.4,109.7,1.164141414,0.155648447
Q3TMW1,Ccdc102a,Coiled-coil domain-containing protein 102A OS=Mus musculus OX=10090 GN=Ccdc102a PE=1 SV=2,7.832422587,3,3,3,549,62.586,5.69,92.7,98.3,86.2,95.1,129,98.6,1.164141414,0.251278215
Q9CRY7,Gdpd1,Lysophospholipase D GDPD1 OS=Mus musculus OX=10090 GN=Gdpd1 PE=1 SV=1,2.866242038,1,1,1,314,35.844,8.31,92.7,91.9,92.7,100.3,116.8,105.7,1.164082221,0.035596239
Q80W68,Kirrel1,Kin of IRRE-like protein 1 OS=Mus musculus OX=10090 GN=Kirrel1 PE=1 SV=1,5.196451204,3,3,3,789,87.122,5.92,94.2,93,90.1,104.6,110.8,107.3,1.163721601,0.002217142
Q99MK9,Rassf1,Ras association domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rassf1 PE=2 SV=1,4.411764706,2,2,2,340,38.765,9.04,92.9,87.9,96.5,105.9,113.2,103.6,1.163721601,0.016654905
Q9R0G7,Zeb2,Zinc finger E-box-binding homeobox 2 OS=Mus musculus OX=10090 GN=Zeb2 PE=1 SV=2,1.975308642,2,2,2,1215,136.529,6.34,99.9,90.8,86.6,119.4,92.3,110.9,1.163360981,0.165486202
Q9JHW4,Eefsec,Selenocysteine-specific elongation factor OS=Mus musculus OX=10090 GN=Eefsec PE=1 SV=2,26.41509434,11,12,11,583,63.498,8.29,92.9,94.4,90.1,104.1,111.3,107.3,1.163302091,0.003435338
Q9CR89,Ergic2,Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Mus musculus OX=10090 GN=Ergic2 PE=1 SV=1,6.896551724,2,2,2,377,42.454,6.89,92.2,92.8,92.4,105.3,111.5,105.9,1.163302091,0.001593935
Q7TPS0,Rps6ka6,Ribosomal protein S6 kinase alpha-6 OS=Mus musculus OX=10090 GN=Rps6ka6 PE=1 SV=2,7.853403141,5,7,1,764,86.516,6.68,91.5,111.1,74.8,108.6,94.7,119.3,1.162941601,0.300438098
P01726,,Ig lambda-1 chain V region H2020 OS=Mus musculus OX=10090 PE=1 SV=1,6.976744186,1,1,1,129,13.457,5.78,98.4,86.8,92.2,112.2,104.2,106.2,1.162941601,0.02170915
P06537,Nr3c1,Glucocorticoid receptor OS=Mus musculus OX=10090 GN=Nr3c1 PE=1 SV=1,10.47254151,5,5,5,783,85.998,6.35,87.8,98.9,90.7,99.2,115.1,108.2,1.16258111,0.057117387
Q9D4J7,Phf6,PHD finger protein 6 OS=Mus musculus OX=10090 GN=Phf6 PE=1 SV=1,11.53846154,4,4,4,364,41.113,8.73,94.9,84.6,97.9,104.5,114.4,103.6,1.16258111,0.04727851
P49182,Serpind1,Heparin cofactor 2 OS=Mus musculus OX=10090 GN=Serpind1 PE=1 SV=1,11.50627615,5,10,5,478,54.462,7.34,90.6,100.7,86.2,107.4,107.7,107.3,1.161801802,0.025224605
Q99KI3,Emc3,ER membrane protein complex subunit 3 OS=Mus musculus OX=10090 GN=Emc3 PE=1 SV=3,16.85823755,4,5,4,261,29.96,6.81,94.9,91.7,91,108.6,109.3,104.5,1.161383285,0.001470239
P31532,Saa4,Serum amyloid A-4 protein OS=Mus musculus OX=10090 GN=Saa4 PE=1 SV=2,22.30769231,2,2,2,130,15.078,9.26,91.2,99.5,86.9,108.8,104.7,108.9,1.161383285,0.01939825
Q8R3F5,Mcat,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Mus musculus OX=10090 GN=Mcat PE=1 SV=3",5.511811024,2,2,2,381,41.901,8.1,93.3,94.9,89.4,112.3,107.5,102.6,1.161383285,0.009981328
P03987,,Ig gamma-3 chain C region OS=Mus musculus OX=10090 PE=1 SV=2,28.89447236,8,20,8,398,43.901,7.14,90.8,95.7,91.2,109.5,106.4,106.4,1.160604969,0.001384396
Q99P91,Gpnmb,Transmembrane glycoprotein NMB OS=Mus musculus OX=10090 GN=Gpnmb PE=1 SV=2,1.219512195,1,1,1,574,63.635,7.61,109.1,84.8,83.9,121.5,97.9,102.8,1.159827214,0.247768351
Q9Z0Y1,Dctn3,Dynactin subunit 3 OS=Mus musculus OX=10090 GN=Dctn3 PE=1 SV=2,31.72043011,6,7,6,186,20.965,6.06,87.8,98.3,91.7,103.5,88.1,130.6,1.159827214,0.311771293
Q9WV03,Fam50a,Protein FAM50A OS=Mus musculus OX=10090 GN=Fam50a PE=1 SV=1,25.66371681,6,7,6,339,40.227,6.83,95.7,89.1,93,105.6,107.4,109.2,1.159827214,0.002455704
P50427,Sts,Steryl-sulfatase OS=Mus musculus OX=10090 GN=Sts PE=1 SV=1,1.923076923,1,1,1,624,66.549,8.5,73.2,128.3,76.3,98.7,114.5,109,1.159827214,0.467688497
Q8BUH8,Senp7,Sentrin-specific protease 7 OS=Mus musculus OX=10090 GN=Senp7 PE=1 SV=1,0.675024108,1,1,1,1037,116.273,6.52,92.9,83.1,101.9,102.4,111.4,108.3,1.159050018,0.07115295
P17751,Tpi1,Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=4,72.57525084,17,55,17,299,32.171,5.74,94.3,89.9,93.8,112.7,102.8,106.5,1.158273381,0.010218965
P70333,Hnrnph2,Heterogeneous nuclear ribonucleoprotein H2 OS=Mus musculus OX=10090 GN=Hnrnph2 PE=1 SV=1,43.8752784,13,42,6,449,49.248,6.3,88.8,95.7,93.5,103.1,112.2,106.7,1.158273381,0.011747286
Q9JID9,Sh2b2,SH2B adapter protein 2 OS=Mus musculus OX=10090 GN=Sh2b2 PE=1 SV=2,1.288244767,1,1,1,621,66.516,6.35,114.7,84.8,78.5,114.6,101.9,105.5,1.158273381,0.281350268
Q9D937,,Uncharacterized protein C11orf98 homolog OS=Mus musculus OX=10090 PE=1 SV=1,19.51219512,2,4,2,123,14.09,11.47,95,84,99,108.1,107.7,106.1,1.157913669,0.031878983
P00920,Ca2,Carbonic anhydrase 2 OS=Mus musculus OX=10090 GN=Ca2 PE=1 SV=4,40.38461538,9,22,9,260,29.015,7.01,85.6,102.9,89.7,103.1,119.5,99.3,1.157081237,0.146622617
Q9CXI5,Manf,Mesencephalic astrocyte-derived neurotrophic factor OS=Mus musculus OX=10090 GN=Manf PE=1 SV=1,41.34078212,7,20,7,179,20.361,8.07,94.3,81.8,102.1,113.5,100,108.3,1.156721783,0.110068287
Q9D1P2,Kat8,Histone acetyltransferase KAT8 OS=Mus musculus OX=10090 GN=Kat8 PE=1 SV=1,1.528384279,1,1,1,458,52.541,8.38,105.1,83.7,89.5,100.4,111.5,109.8,1.15594682,0.117190978
Q9Z266,Snapin,SNARE-associated protein Snapin OS=Mus musculus OX=10090 GN=Snapin PE=1 SV=1,8.823529412,1,2,1,136,14.895,9.31,89.1,99,90.3,89.2,116.1,116.3,1.155172414,0.205133372
Q7TSC1,Prrc2a,Protein PRRC2A OS=Mus musculus OX=10090 GN=Prrc2a PE=1 SV=1,1.529193698,3,3,3,2158,229.063,9.39,99.1,81.5,97.8,122.2,88.9,110.5,1.155172414,0.270750486
P97449,Anpep,Aminopeptidase N OS=Mus musculus OX=10090 GN=Anpep PE=1 SV=4,21.22153209,15,25,15,966,109.582,5.9,90.3,102.9,85.3,102.5,115.6,103.5,1.15475763,0.099276557
Q8C2Q3,Rbm14,RNA-binding protein 14 OS=Mus musculus OX=10090 GN=Rbm14 PE=1 SV=1,25.11210762,14,22,14,669,69.406,9.67,92.6,94.3,91.6,109.5,105.1,106.9,1.154398564,0.000671264
Q8R0W0,Eppk1,Epiplakin OS=Mus musculus OX=10090 GN=Eppk1 PE=1 SV=2,9.239462431,7,12,4,6548,724.183,6.07,93.7,99.8,85,101.3,115.5,104.6,1.154039497,0.078026392
Q8CDM4,Ccdc73,Coiled-coil domain-containing protein 73 OS=Mus musculus OX=10090 GN=Ccdc73 PE=2 SV=2,1.407129456,1,1,1,1066,120.315,5.68,41.9,127.9,108.8,116.6,114.7,90.2,1.153984207,0.629597029
Q78IS1,Tmed3,Transmembrane emp24 domain-containing protein 3 OS=Mus musculus OX=10090 GN=Tmed3 PE=1 SV=1,9.954751131,2,2,2,221,25.449,5.96,89.2,101.1,88.3,102.1,118.3,101,1.153625269,0.109311505
Q9CPV1,Ska1,Spindle and kinetochore-associated protein 1 OS=Mus musculus OX=10090 GN=Ska1 PE=2 SV=2,5.511811024,1,1,1,254,29.426,6.86,101.8,88.8,88,106.7,103.9,110.8,1.153625269,0.043633332
P63024,Vamp3,Vesicle-associated membrane protein 3 OS=Mus musculus OX=10090 GN=Vamp3 PE=1 SV=1,38.83495146,3,7,1,103,11.473,8.5,87,99.7,92,107.9,108,105.4,1.15285253,0.020010078
A6H611,Mipep,Mitochondrial intermediate peptidase OS=Mus musculus OX=10090 GN=Mipep PE=1 SV=1,2.672292546,2,2,2,711,80.8,7.15,100.8,79.2,98.7,117.2,88.6,115.5,1.15285253,0.285800945
P08101,Fcgr2,Low affinity immunoglobulin gamma Fc region receptor II OS=Mus musculus OX=10090 GN=Fcgr2 PE=1 SV=2,12.42424242,4,8,4,330,36.673,6.73,96.4,85.5,96.8,110.6,97.6,113.1,1.15285253,0.079272078
Q62000,Ogn,Mimecan OS=Mus musculus OX=10090 GN=Ogn PE=1 SV=1,44.96644295,12,29,12,298,33.991,5.74,93.4,94.9,90.4,104.1,110.2,107,1.15285253,0.002981372
Q05186,Rcn1,Reticulocalbin-1 OS=Mus musculus OX=10090 GN=Rcn1 PE=1 SV=1,40,10,17,10,325,38.09,4.84,99.3,86.5,92.9,103.4,110.4,107.5,1.15285253,0.028097517
P49070,Camlg,Calcium signal-modulating cyclophilin ligand OS=Mus musculus OX=10090 GN=Camlg PE=1 SV=2,7.482993197,1,1,1,294,32.522,7.74,100.1,92.2,86.5,101.8,108.1,111.5,1.152797704,0.043172292
Q91X21,Kiaa2013,Uncharacterized protein KIAA2013 OS=Mus musculus OX=10090 GN=Kiaa2013 PE=1 SV=1,3.785488959,2,3,2,634,69.381,7.8,95.4,94,89.4,104.5,106.6,110,1.151721664,0.004316755
Q61830,Mrc1,Macrophage mannose receptor 1 OS=Mus musculus OX=10090 GN=Mrc1 PE=1 SV=2,26.64835165,33,56,33,1456,164.874,6.83,94.1,91.6,93.2,107.7,107,106.5,1.151667264,6.38273E-05
Q91XL3,Uxs1,UDP-glucuronic acid decarboxylase 1 OS=Mus musculus OX=10090 GN=Uxs1 PE=1 SV=1,4.047619048,1,1,1,420,47.523,8.94,97.5,78.8,102.6,96.9,120.5,103.8,1.151667264,0.234078756
Q62433,Ndrg1,Protein NDRG1 OS=Mus musculus OX=10090 GN=Ndrg1 PE=1 SV=1,23.35025381,6,12,6,394,42.981,6.1,88.9,100.9,89.1,102.6,113.9,104.6,1.151308713,0.056092963
Q7TMQ7,Wdr91,WD repeat-containing protein 91 OS=Mus musculus OX=10090 GN=Wdr91 PE=1 SV=1,2.272727273,2,2,2,748,83.368,6.64,101.9,80.8,96.2,113.7,101.4,106,1.151308713,0.124414091
Q8BML1,Mical2,[F-actin]-monooxygenase MICAL2 OS=Mus musculus OX=10090 GN=Mical2 PE=1 SV=1,1.458333333,1,1,1,960,110.003,8.1,92.7,96.9,89.3,108.5,103.5,109,1.150950161,0.007552869
Q3TQI7,,Telomere length and silencing protein 1 homolog OS=Mus musculus OX=10090 PE=1 SV=2,4.844290657,1,1,1,289,33.523,6.34,82.4,105.8,90.9,97.2,109.3,114.5,1.150125403,0.177529187
Q8BXA5,Clptm1l,Cleft lip and palate transmembrane protein 1-like protein OS=Mus musculus OX=10090 GN=Clptm1l PE=1 SV=1,2.968460111,1,1,1,539,62.143,8.84,92.5,92,94.6,128,85.9,107,1.149767109,0.316425982
Q8R395,Commd5,COMM domain-containing protein 5 OS=Mus musculus OX=10090 GN=Commd5 PE=1 SV=1,12.05357143,2,3,2,224,24.478,8.06,91.2,95.6,92.4,104.1,108.4,108.4,1.149355301,0.002024011
Q9DBJ3,Baiap2l1,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Mus musculus OX=10090 GN=Baiap2l1 PE=1 SV=1,3.696498054,1,1,1,514,57.152,8.75,93.8,96.4,89,92,123,105.9,1.149355301,0.206266021
Q9CR29,Ccdc43,Coiled-coil domain-containing protein 43 OS=Mus musculus OX=10090 GN=Ccdc43 PE=1 SV=1,22.97297297,3,4,3,222,25.034,4.97,83,108.4,87.8,95.4,118.9,106.5,1.148997135,0.250705329
P23927,Cryab,Alpha-crystallin B chain OS=Mus musculus OX=10090 GN=Cryab PE=1 SV=2,17.14285714,3,4,3,175,20.056,7.33,92.5,100.5,86.2,92,108.6,120.2,1.148997135,0.205021778
Q9D6T0,Nosip,Nitric oxide synthase-interacting protein OS=Mus musculus OX=10090 GN=Nosip PE=1 SV=1,3.65448505,1,1,1,301,33.188,8.62,89.1,89.1,101,105.2,111.3,104.3,1.148997135,0.037750484
P11679,Krt8,"Keratin, type II cytoskeletal 8 OS=Mus musculus OX=10090 GN=Krt8 PE=1 SV=4",61.02040816,33,111,24,490,54.531,5.82,91.7,89.4,98.1,102.1,115,103.7,1.148997135,0.045218827
Q9QUH0,Glrx,Glutaredoxin-1 OS=Mus musculus OX=10090 GN=Glrx PE=1 SV=3,44.85981308,5,7,5,107,11.863,8.37,92.3,92.2,94.7,110.3,104.5,105.9,1.148638968,0.002002101
A2AQ19,Rtf1,RNA polymerase-associated protein RTF1 homolog OS=Mus musculus OX=10090 GN=Rtf1 PE=1 SV=1,3.636363636,2,2,2,715,80.748,8.16,97.5,88.7,93.1,105.7,102,113.1,1.14858575,0.028698128
P35283,Rab12,Ras-related protein Rab-12 OS=Mus musculus OX=10090 GN=Rab12 PE=1 SV=3,22.22222222,5,13,4,243,27.311,8.41,93.2,89,97.1,102,115.7,103,1.148227712,0.050600099
Q99JV5,Stard4,StAR-related lipid transfer protein 4 OS=Mus musculus OX=10090 GN=Stard4 PE=1 SV=1,6.25,1,1,1,224,25.563,5.67,93.7,84.7,100.9,109.9,106.2,104.6,1.148227712,0.049191716
Q9D379,Ephx1,Epoxide hydrolase 1 OS=Mus musculus OX=10090 GN=Ephx1 PE=1 SV=2,34.28571429,15,24,15,455,52.543,8.35,85.9,103.7,89.7,107.5,104.6,108.6,1.148227712,0.067487451
Q9DBD0,Ica,Inhibitor of carbonic anhydrase OS=Mus musculus OX=10090 GN=Ica PE=1 SV=1,12.42857143,6,14,5,700,76.715,7.25,93.3,91.7,94.3,98.6,110.3,111.8,1.148227712,0.031251523
O09164,Sod3,Extracellular superoxide dismutase [Cu-Zn] OS=Mus musculus OX=10090 GN=Sod3 PE=1 SV=1,17.52988048,3,4,3,251,27.375,6.84,86.9,94.6,97.8,104.8,101.6,114.2,1.147869674,0.050507515
P82343,Renbp,N-acylglucosamine 2-epimerase OS=Mus musculus OX=10090 GN=Renbp PE=1 SV=3,18.37209302,7,9,7,430,49.739,6.06,93.7,93.1,92.6,106.2,106.9,107.5,1.14745884,9.81219E-06
A2AEP0,Obp1b,Odorant-binding protein 1b OS=Mus musculus OX=10090 GN=Obp1b PE=1 SV=1,4.093567251,1,1,1,171,19.382,6.29,87.4,76.9,115.1,108.6,96.6,115.4,1.14745884,0.338692913
